"Doreen" "Jackie"
"1" 12.7692864190455 8.57072063721681
"2" 8.01198141848021 8.84861628841284
"3" 5.30816495896197 10.0210224307292
"4" 9.12311720278004 7.73834749498892
"5" 13.1337905250786 12.0269608244924
"6" 8.94899682611097 8.92453393746246
"7" 14.0204874005321 8.54263807496854
"8" 8.48682216641507 8.53126689387525
"9" 8.92199496095343 11.8324378571625
"10" 12.2022153721668 6.45733537273349
"11" 5.72885521495477 8.33743528519294
"12" 12.0874732992691 8.9961973049427
"13" 3.4765549242174 10.121076771328
"14" 12.1800115596903 12.3006674639428
"15" 9.31609489256454 8.96228723967292
"16" 8.70319286226808 6.18895514451512
"17" 5.32675454701174 11.2550240384055
"18" 13.3190947681366 12.3272831997486
"19" 11.5662515887271 6.98058118282504
"20" 10.085607150458 6.6077895808918
"21" 7.32464830138606 8.71761094329553
"22" 8.99840441600952 11.7216407032956
"23" 8.64599763407585 7.80234801018697
"24" 10.9135976548509 8.98776093698795
"25" 10.2273800676494 4.41003550542256
"26" 5.17625289234107 5.4589321985969
"27" 12.3774809798489 8.91836476299044
"28" 11.8334139358756 15.5470617544738
"29" 8.83801110900278 13.0213067417574
"30" 7.62454547474483 12.6300193169819
"31" 11.3450640879144 10.1930616028415
"32" 4.88260198087168 4.71718445645013
"33" 12.3895856785326 9.17635314482217
"34" 7.7484843351173 -0.177716952832443
"35" 14.5568536733130 7.46457249356259
"36" 9.08128088286023 10.2274280631494
"37" 8.76234467807013 6.6632811378617
"38" 7.96786477225621 10.2688862678856
"39" 9.51407828368902 6.54861243720081
"40" 9.9149088362636 8.91399835449354
"41" 9.53208907759465 11.3873414295435
"42" 10.1481121907279 9.7145670613823
"43" 6.79592434947996 6.84530165616542
"44" 8.76184773594991 8.71798621722028
"45" 9.07481366333426 6.30356938204632
"46" 9.43909122713674 6.83240067063199
"47" 6.48431612458097 9.91027696986186
"48" 5.93661452474555 10.1682547590031
"49" 12.4912001639607 15.9466502949335
"50" 7.52347057570745 9.81893013735522
"51" 9.56387531209516 8.1981379309854
"52" 7.38509467151607 10.2214576976913
"53" 14.3432746712525 12.3607234402006
"54" 8.40374556450376 11.1822504408557
"55" 12.4740262730575 13.9459044647762
"56" 12.2074889662151 11.1309749851988
"57" 14.7035349572495 10.7050818831494
"58" 14.0643842003155 10.6328114551531
"59" 11.8354170338187 6.09673822664913
"60" 9.50911242966517 6.8545811357991
"61" 14.1467788769863 12.4529483319354
"62" 10.4306508305830 6.43674998582933
"63" 14.4169730418598 8.14241244968495
"64" 12.9260840870865 11.1802376963637
"65" 11.3939432277359 13.4842048012299
"66" 11.2881269196751 11.6588907253747
"67" 7.03741010389964 9.48690027989818
"68" 8.58798940523343 9.06944003450376
"69" 8.34866242346606 9.6461547850086
"70" 9.77032634458658 4.30269159752222
"71" 8.59304871211341 5.12688431962002
"72" 9.90656859761785 7.73742376291183
"73" 7.89322127010876 5.62251425738281
"74" 7.07052731639009 5.68992830251173
"75" 8.54317797180855 9.30023810000475
"76" 6.06735362207772 9.92407291630426
"77" 10.2431052283635 8.345090449783
"78" 14.6456656279718 9.4342456700335
"79" 18.2005782763642 12.9947189047346
"80" 13.281933376678 11.4530536005423
"81" 7.2437986790127 7.39562908875016
"82" 6.92267175012646 5.87244634588661
"83" 9.40199576442187 4.50564083775743
"84" 8.66489461060754 7.77411466334206
"85" 10.1506675319843 10.6452779888237
"86" 6.3153013314735 10.5559173494309
"87" 8.58624587584379 7.1636945694203
"88" 10.0016526228082 11.6293915874206
"89" 8.42399083113496 5.97812160652687
"90" 10.3111690186641 6.110080653059
"91" 12.7076368941339 5.59701736130399
"92" 10.3347667840665 6.96429137351707
"93" 12.9885246046009 8.4914653629894
"94" 9.35009540558022 5.51245748138948
"95" 7.61167474937568 8.68620921616148
"96" 5.4088087381249 6.17883474781558
"97" 7.42931586283422 13.0937849724710
"98" 9.08093987155892 7.08376154561224
"99" 12.6383727163364 8.20171433282065
"100" 14.4618370301066 13.8009937433668
